date,county,fips,re_mean,re_CI95l,re_CI95u,cummort_mean,cummort_CI95l,cummort_CI95u
2020-10-29,Orange County,6059,0.7378819421368894,0.553070290385227,0.8944452693355409,1532.3194278396138,1410.2431038641248,1831.1366202729646
2020-10-30,Orange County,6059,0.7377624140538582,0.5530437195295373,0.8940547020544912,1535.8439828445412,1412.21632509338,1837.3851617480173
2020-10-31,Orange County,6059,0.7376169052925281,0.5530190034316617,0.893623216922072,1539.2470021107417,1414.720550625855,1843.3535273243515
2020-11-01,Orange County,6059,0.737471396531198,0.5529942873337859,0.8931917317896528,1542.6500213769423,1417.2247761583296,1849.3218929006857
2020-11-02,Orange County,6059,0.7373258877698678,0.5529695712359102,0.8927602466572336,1546.0530406431428,1419.7290016908046,1855.29025847702
2020-11-03,Orange County,6059,0.7371649317166379,0.5529465804687086,0.892436264765401,1549.402889795492,1421.3084339183004,1860.831385211015
2020-11-04,Orange County,6059,0.7370039756634078,0.5529235897015069,0.8921122828735684,1552.7527389478414,1422.8878661457964,1866.37251194501
2020-11-05,Orange County,6059,0.7368430196101778,0.5529005989343053,0.8917883009817358,1556.1025881001906,1424.4672983732921,1871.913638679005
2020-11-06,Orange County,6059,0.7366944608981353,0.5528792130821563,0.8913988534283075,1559.306676380934,1426.198107981924,1878.22414988615
2020-11-07,Orange County,6059,0.7365459021860928,0.5528578272300072,0.8910094058748793,1562.5107646616775,1427.9289175905558,1884.5346610932945
2020-11-08,Orange County,6059,0.7363973434740503,0.5528364413778581,0.890619958321451,1565.714852942421,1429.6597271991877,1890.8451723004393
